,date,category_name,name,disc_price,merchant,brand,day_week,month_number,month,day,week_number
5725,2017-07-31,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),67.99,Bestbuy.com,Jensen,Monday,7,July,31,31
5726,2017-08-01,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),67.99,Bestbuy.com,Jensen,Tuesday,8,August,1,31
5727,2017-07-26,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),67.99,Bestbuy.com,Jensen,Wednesday,7,July,26,30
5728,2017-06-03,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Saturday,6,June,3,22
5729,2017-06-01,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Thursday,6,June,1,22
5730,2017-06-01,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Thursday,6,June,1,22
5731,2017-05-09,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Tuesday,5,May,9,19
5732,2017-05-10,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Wednesday,5,May,10,19
5733,2017-05-18,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Thursday,5,May,18,20
5734,2017-05-18,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.99,Bestbuy.com,Jensen,Thursday,5,May,18,20
5735,2017-10-21,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),62.08,Walmart.com,Jensen,Saturday,10,October,21,42
5736,2017-11-12,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),58.74,Walmart.com,Jensen,Sunday,11,November,12,45
5737,2017-12-08,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),48.12,Walmart.com,Jensen,Friday,12,December,8,49
5738,2017-09-17,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),63.45,Walmart.com,Jensen,Sunday,9,September,17,37
5739,2017-08-15,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),63.45,Walmart.com,Jensen,Tuesday,8,August,15,33
5740,2017-07-23,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),63.45,Walmart.com,Jensen,Sunday,7,July,23,29
5741,2017-09-17,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),68.87,Walmart.com,Jensen,Sunday,9,September,17,37
5742,2017-08-15,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),70.68,Walmart.com,Jensen,Tuesday,8,August,15,33
5743,2017-11-12,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),61.49,Walmart.com,Jensen,Sunday,11,November,12,45
5744,2017-12-14,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),53.12,Walmart.com,Jensen,Thursday,12,December,14,50
5745,2017-07-23,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),65.95,Walmart.com,Jensen,Sunday,7,July,23,29
5746,2017-09-17,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),74.33,Walmart.com,Jensen,Sunday,9,September,17,37
5747,2017-07-23,"player, home, audio",Jensen174 Portable 3-Speed Stereo Turntable With Built-In Speakers - Black (jta-410 ),74.33,Walmart.com,Jensen,Sunday,7,July,23,29
5748,2017-12-06,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Wednesday,12,December,6,49
5749,2017-12-06,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Wednesday,12,December,6,49
5750,2017-12-04,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Monday,12,December,4,49
5751,2017-09-22,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Friday,9,September,22,38
5752,2017-08-22,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Tuesday,8,August,22,34
5753,2017-08-19,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,bhphotovideo.com,Netgear,Saturday,8,August,19,33
5754,2017-11-18,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,414.82,bhphotovideo.com,Netgear,Saturday,11,November,18,46
5755,2017-08-22,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,399.99,bhphotovideo.com,Netgear,Tuesday,8,August,22,34
5756,2017-08-29,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,399.99,bhphotovideo.com,Netgear,Tuesday,8,August,29,35
5757,2017-08-22,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,399.99,Bestbuy.com,Netgear,Tuesday,8,August,22,34
5758,2017-08-30,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,399.99,Bestbuy.com,Netgear,Wednesday,8,August,30,35
5759,2017-07-31,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,399.99,Bestbuy.com,Netgear,Monday,7,July,31,31
5760,2017-07-26,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,448.99,Bestbuy.com,Netgear,Wednesday,7,July,26,30
5761,2017-06-01,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,445.99,Bestbuy.com,Netgear,Thursday,6,June,1,22
5762,2017-06-01,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,445.99,Bestbuy.com,Netgear,Thursday,6,June,1,22
5763,2017-10-10,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Tuesday,10,October,10,41
5764,2017-08-12,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Saturday,8,August,12,32
5765,2017-05-01,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Monday,5,May,1,18
5766,2017-05-09,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Tuesday,5,May,9,19
5767,2017-03-30,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Thursday,3,March,30,13
5768,2017-03-15,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Wednesday,3,March,15,11
5769,2017-03-10,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Friday,3,March,10,10
5770,2017-03-04,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,449.99,Bestbuy.com,Netgear,Saturday,3,March,4,9
5771,2017-07-23,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,467.23,Walmart.com,Netgear,Sunday,7,July,23,29
5772,2017-12-06,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,402.97,Walmart.com,Netgear,Wednesday,12,December,6,49
5773,2017-10-28,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Saturday,10,October,28,43
5774,2017-10-24,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Tuesday,10,October,24,43
5775,2017-09-08,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Friday,9,September,8,36
5776,2017-09-17,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Sunday,9,September,17,37
5777,2017-08-15,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Tuesday,8,August,15,33
5778,2017-11-09,"networking, modem, router",NETGEAR Nighthawk X10 AD7200 802.11ac/ad Quad-Stream WiFi Router,499.99,Walmart.com,Netgear,Thursday,11,November,9,45
5779,2017-12-06,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,bhphotovideo.com,Epson,Wednesday,12,December,6,49
5780,2017-12-04,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,bhphotovideo.com,Epson,Monday,12,December,4,49
5781,2017-11-18,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,bhphotovideo.com,Epson,Saturday,11,November,18,46
5782,2017-08-29,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,bhphotovideo.com,Epson,Tuesday,8,August,29,35
5783,2017-08-19,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,bhphotovideo.com,Epson,Saturday,8,August,19,33
5784,2017-12-06,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Wednesday,12,December,6,49
5785,2017-12-04,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Monday,12,December,4,49
5786,2017-11-18,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Saturday,11,November,18,46
5787,2017-08-29,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Tuesday,8,August,29,35
5788,2017-08-22,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Tuesday,8,August,22,34
5789,2017-08-19,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,bhphotovideo.com,Epson,Saturday,8,August,19,33
5790,2017-11-12,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,551.09,Walmart.com,Epson,Sunday,11,November,12,45
5791,2017-07-21,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,599.0,Walmart.com,Epson,Friday,7,July,21,29
5792,2017-09-12,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,369.99,Bestbuy.com,Epson,Tuesday,9,September,12,37
5793,2017-09-06,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,369.99,Bestbuy.com,Epson,Wednesday,9,September,6,36
5794,2017-08-30,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,379.99,Bestbuy.com,Epson,Wednesday,8,August,30,35
5795,2017-09-18,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,Bestbuy.com,Epson,Monday,9,September,18,38
5796,2017-07-31,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,Bestbuy.com,Epson,Monday,7,July,31,31
5797,2017-08-01,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,Bestbuy.com,Epson,Tuesday,8,August,1,31
5798,2017-07-26,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,Bestbuy.com,Epson,Wednesday,7,July,26,30
5799,2017-08-28,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,399.99,ebay.com,Epson,Monday,8,August,28,35
5800,2017-08-28,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,300.0,ebay.com,Epson,Monday,8,August,28,35
5801,2017-08-22,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,300.0,ebay.com,Epson,Tuesday,8,August,22,34
5802,2017-08-22,"projector, presentation, mount",Epson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020,449.99,ebay.com,Epson,Tuesday,8,August,22,34
5803,2017-03-31,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,47.99,Bestbuy.com,mophie,Friday,3,March,31,13
5804,2017-09-21,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Thursday,9,September,21,38
5805,2017-08-31,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Thursday,8,August,31,35
5806,2017-08-27,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Sunday,8,August,27,34
5807,2017-08-06,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Sunday,8,August,6,31
5808,2017-08-02,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Wednesday,8,August,2,31
5809,2017-06-07,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Wednesday,6,June,7,23
5810,2017-06-03,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Saturday,6,June,3,22
5811,2017-06-04,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Sunday,6,June,4,22
5812,2017-06-07,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Wednesday,6,June,7,23
5813,2017-05-06,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Saturday,5,May,6,18
5814,2017-04-03,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Monday,4,April,3,14
5815,2017-03-21,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Tuesday,3,March,21,12
5816,2017-03-23,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Thursday,3,March,23,12
5817,2017-03-09,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,59.99,Bestbuy.com,mophie,Thursday,3,March,9,10
5818,2017-03-05,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,56.99,Bestbuy.com,mophie,Sunday,3,March,5,9
5819,2017-04-26,"power, battery, cell",mophie powerstation Plus Mini External Battery with Built in Cables for Smartphones and Tablets (4,55.99,Bestbuy.com,mophie,Wednesday,4,April,26,17
5820,2017-08-01,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Tuesday,8,August,1,31
5821,2017-07-11,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Tuesday,7,July,11,28
5822,2017-06-29,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Thursday,6,June,29,26
5823,2017-05-31,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Wednesday,5,May,31,22
5824,2017-05-31,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Wednesday,5,May,31,22
5825,2017-05-09,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Tuesday,5,May,9,19
5826,2017-05-01,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Monday,5,May,1,18
5827,2017-05-18,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Thursday,5,May,18,20
5828,2017-03-04,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Saturday,3,March,4,9
5829,2017-03-03,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),104.99,Bestbuy.com,Sony,Friday,3,March,3,9
5830,2017-10-10,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Tuesday,10,October,10,41
5831,2017-08-28,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Monday,8,August,28,35
5832,2017-08-12,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Saturday,8,August,12,32
5833,2017-08-01,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Tuesday,8,August,1,31
5834,2017-07-26,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Wednesday,7,July,26,30
5835,2017-06-29,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Thursday,6,June,29,26
5836,2017-05-31,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Wednesday,5,May,31,22
5837,2017-05-31,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Wednesday,5,May,31,22
5838,2017-05-09,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Tuesday,5,May,9,19
5839,2017-05-01,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Monday,5,May,1,18
5840,2017-05-18,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Thursday,5,May,18,20
5841,2017-04-04,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Tuesday,4,April,4,14
5842,2017-03-30,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Thursday,3,March,30,13
5843,2017-03-10,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Friday,3,March,10,10
5844,2017-03-04,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Saturday,3,March,4,9
5845,2017-03-03,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),149.99,Bestbuy.com,Sony,Friday,3,March,3,9
5846,2017-04-04,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),81.99,Bestbuy.com,Sony,Tuesday,4,April,4,14
5847,2017-03-30,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),81.99,Bestbuy.com,Sony,Thursday,3,March,30,13
5848,2017-08-22,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),148.0,bhphotovideo.com,Sony,Tuesday,8,August,22,34
5849,2017-08-19,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),148.0,bhphotovideo.com,Sony,Saturday,8,August,19,33
5850,2017-11-18,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),298.0,bhphotovideo.com,Sony,Saturday,11,November,18,46
5851,2017-08-22,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),298.0,bhphotovideo.com,Sony,Tuesday,8,August,22,34
5852,2017-08-19,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),298.0,bhphotovideo.com,Sony,Saturday,8,August,19,33
5853,2017-08-29,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),298.0,bhphotovideo.com,Sony,Tuesday,8,August,29,35
5854,2017-12-08,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),239.0,bhphotovideo.com,Sony,Friday,12,December,8,49
5855,2017-12-08,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),239.0,bhphotovideo.com,Sony,Friday,12,December,8,49
5856,2017-12-05,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),239.0,bhphotovideo.com,Sony,Tuesday,12,December,5,49
5857,2017-12-14,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),129.99,Walmart.com,Sony,Thursday,12,December,14,50
5858,2017-09-08,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),298.0,Walmart.com,Sony,Friday,9,September,8,36
5859,2017-11-12,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),119.99,Walmart.com,Sony,Sunday,11,November,12,45
5860,2017-08-15,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),148.0,Walmart.com,Sony,Tuesday,8,August,15,33
5861,2017-07-23,"sound, speaker, home",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),148.0,Walmart.com,Sony,Sunday,7,July,23,29
5862,2017-10-10,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Tuesday,10,October,10,41
5863,2017-09-08,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Friday,9,September,8,36
5864,2017-08-31,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Thursday,8,August,31,35
5865,2017-08-30,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Wednesday,8,August,30,35
5866,2017-09-18,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Monday,9,September,18,38
5867,2017-08-24,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Thursday,8,August,24,34
5868,2017-09-12,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Tuesday,9,September,12,37
5869,2017-07-31,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Monday,7,July,31,31
5870,2017-08-02,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Wednesday,8,August,2,31
5871,2017-08-01,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Tuesday,8,August,1,31
5872,2017-07-26,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Wednesday,7,July,26,30
5873,2017-06-01,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Thursday,6,June,1,22
5874,2017-06-03,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Saturday,6,June,3,22
5875,2017-06-01,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Thursday,6,June,1,22
5876,2017-05-01,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Monday,5,May,1,18
5877,2017-05-09,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Tuesday,5,May,9,19
5878,2017-03-22,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Wednesday,3,March,22,12
5879,2017-03-15,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Wednesday,3,March,15,11
5880,2017-03-10,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Friday,3,March,10,10
5881,2017-03-12,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,179.99,Bestbuy.com,Sol Republic,Sunday,3,March,12,10
5882,2017-09-28,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,149.99,Bestbuy.com,Sol Republic,Thursday,9,September,28,39
5883,2017-06-29,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,149.99,Bestbuy.com,Sol Republic,Thursday,6,June,29,26
5884,2017-05-18,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,149.99,Bestbuy.com,Sol Republic,Thursday,5,May,18,20
5885,2017-03-31,"headphone, earbud, ear",Sol Republic - Amps Air True Wireless In-Ear Headphones - Black,149.99,Bestbuy.com,Sol Republic,Friday,3,March,31,13
